Settlement House,Title,Main Office (delete or move to keep formatting),Address,City,Borough,State,Zipcode,Programs,Early Childhood Education,Afterschool Programs,Older Adult Services,Latitude,Longitude
Shorefront Y,Sea Breeze Jewish Center,,501 West Ave,Brooklyn,Brooklyn,NY,11224,Adult Literacy,,,,40.582227,-73.972479
Southeast Bronx Neighborhood Centers,IS 299 Roland Patterson,,275 Harlem River Park Bridge,Bronx,Bronx,NY,10453,"COMPASS/SONYC, Summer Rising",,Afterschool,,40.852643,-73.921271
Southeast Bronx Neighborhood Centers,Development Disabilities Center,,3289 Third Ave.,Bronx,Bronx,NY,10456,Other,,,,40.825483,-73.908308
Southeast Bronx Neighborhood Centers,Urban Assembly Bronx Academy of Letters 339 Morris Avenue,,330 Morris Avenue,Bronx,Bronx,NY,10456,"COMPASS/SONYC, Summer Rising",,Afterschool,,40.813198,-73.925492
Southeast Bronx Neighborhood Centers,First Estate IRA,,3320 Third Ave,Bronx,Bronx,NY,10456,"Other, Other Older Adult Services",,,Older Adults,40.826002,-73.907775
Southeast Bronx Neighborhood Centers,Youth Village Food and Nutrition Program,,391 E 149th St. Suite 615,Bronx,Bronx,NY,10455,"Family Services, Food Access",,,,40.816366,-73.918155
Southeast Bronx Neighborhood Centers,Gwendolyn B. Bland Early Learn Center,,749 East 163rd St.,Bronx,Bronx,NY,10456,Child Care Center,Early Childhood Education,,,40.823677,-73.903815
Southeast Bronx Neighborhood Centers,McKinley Community Center,,751 E 161st St.,Bronx,Bronx,NY,10456,"COMPASS/SONYC, Other",,Afterschool,,40.82172,-73.904631
Southeast Bronx Neighborhood Centers,Blondell Joyner Early Learn Center,,909 Tinton Ave,Bronx,Bronx,NY,10456,Child Care Center,Early Childhood Education,,,40.822109,-73.903689
Southeast Bronx Neighborhood Centers,PS 140 The Eagle School,,916 Eagle Ave,Bronx,Bronx,NY,10456,"COMPASS/SONYC, Summer Rising",,Afterschool,,40.8234,-73.907802
Southeast Bronx Neighborhood Centers,Forest Community Center,X,955 E 163 St,Bronx,Bronx,NY,10456,"Other, Other Children & Youth Services",,,,40.821149,-73.89539
Southwest Area Neighborhood Association,"Youth Development, Senior and Nutrition Programs, Family Emergency Programs, Preservation Program",,10 Cady St,Rochester,Rochester,NY,14608,"Health & Fitness, Other Children & Youth Services, Arts & Culture, Other Older Adult Services, Family Services",,,Older Adults,43.146104,-77.621102
St. Nicks/School Settlement,PS 46 Edward C. Blum School,,100 Clermont Ave,Brooklyn,Brooklyn,NY,11205,"LEAPS, Other Children & Youth Services, Arts & Culture",,Afterschool,,40.694486,-73.971293
St. Nicks/School Settlement,PS 18 Edward Bush School,,101 Maujer St.,Brooklyn,Brooklyn,NY,11206,"21st Century Community Learning Center, COMPASS/SONYC, Summer Rising, Arts & Culture",,Afterschool,,40.710759,-73.946491
St. Nicks/School Settlement,Madiba Prep,,1014 Lafayette Ave.,Brooklyn,Brooklyn,NY,11221,"21st Century Community Learning Center, COMPASS/SONYC, Summer Rising, Arts & Culture",,Afterschool,,40.691984,-73.93149
St. Nicks/School Settlement,PS 250 George H. Lindsay School,,108 Montrose Ave.,Brooklyn,Brooklyn,NY,11206,"21st Century Community Learning Center, COMPASS/SONYC, Summer Rising, Arts & Culture",,Afterschool,,40.706965,-73.945435
St. Nicks/School Settlement,PS 256 Benjamin Banneker,,114 Kosciusko Street,Brooklyn,Brooklyn,NY,11216,"LEAPS, Arts & Culture",,Afterschool,,40.690679,-73.949824
St. Nicks/School Settlement,School Settlement Community Center,,120 Jackson St.,Brooklyn,Brooklyn,NY,11211,"COMPASS/SONYC, Summer Rising, Arts & Culture",,Afterschool,,40.716379,-73.946603
St. Nicks/School Settlement,PS 34 Oliver H. Perry School,,131 Norman Ave.,Brooklyn,Brooklyn,NY,11222,"COMPASS/SONYC, Summer Rising, Arts & Culture",,Afterschool,,40.726253,-73.949699
St. Nicks/School Settlement,PS 16 Leonard Dunkley School,,157 Wilson Street,Brooklyn,Brooklyn,NY,11211,"LEAPS, Summer Rising, Arts & Culture",,Afterschool,,40.705806,-73.962036
St. Nicks/School Settlement,Summer Youth Employment @ Boys and Girls HS ,,1700 Fulton Street ,Brooklyn,Brooklyn ,NY,11213,Youth Employment Services,,,,40.679118,-73.931393
St. Nicks/School Settlement,"St. Nicks Alliance - Administration, Housing, Youth, Home Care",X,2 Kingsland Ave.,Brooklyn,Brooklyn,NY,11211,"Housing & Homelessness, Civic Engagement & Community Organizing",,,,40.716055,-73.939906
St. Nicks/School Settlement,"MS 582 The Upper Academy/The Magnet School for Multimedia, Technology, and Urban Planning",,207 Bushwick Ave.,Brooklyn,Brooklyn,NY,11206,COMPASS/SONYC,,Afterschool,,40.70877,-73.939804
St. Nicks/School Settlement,MS 577 Conselyea Preparatory School,,208 N 5th St.,Brooklyn,Brooklyn,NY,11211,"COMPASS/SONYC, Summer Rising, Arts & Culture",,Afterschool,,40.71537,-73.956969
St. Nicks/School Settlement,PS 17 Henry D. Woodworth School,,208 N 5th St.,Brooklyn,Brooklyn,NY,11211,"LEAPS, Arts & Culture",,Afterschool,,40.71537,-73.956969
St. Nicks/School Settlement,Swinging Sixties Senior Center; Small World Early Childhood Center,,211 Ainslie Street,Brooklyn,Brooklyn,NY,11211,"Child Care Center, Older Adult Center, Civic Engagement & Community Organizing",Early Childhood Education,,Older Adults,40.713058,-73.945557
St. Nicks/School Settlement,PS 59 William Floyd School,,211 Throop Ave.,Brooklyn,Brooklyn,NY,11206,"LEAPS, Arts & Culture",,Afterschool,,40.697855,-73.943655
St. Nicks/School Settlement,Summer Youth Emolyment @ Lyons Community School ,,223 Graham Ave ,Brooklyn,Brooklyn ,NY,11206,Youth Employment Services,,,,40.709823,-73.943912
St. Nicks/School Settlement,The Williamsburg HS for Art and Technology ,,223 Graham Ave.,Brooklyn,Brooklyn,NY,11206,"Community School, Youth Employment Services, Arts & Culture",,,,40.709823,-73.943912
St. Nicks/School Settlement,Learning to Work @ Bushwick Community HS,,231 Palmetto St.,Brooklyn,Brooklyn,NY,11221,"Youth Employment Services, Other Children & Youth Services, Arts & Culture",,,,40.695508,-73.915175
St. Nicks/School Settlement,Williamsburg Houses Tenant Services,,244 Graham Ave,Brooklyn,Brooklyn,NY,11206,"Civic Engagement & Community Organizing, Housing & Homelessness, Food Access, Family Services, Violence Prevention",,,,40.710419,-73.943454
St. Nicks/School Settlement,Summer Youth Employment @ Williamsburg Art and Design ,,257 N 6th Street ,Brooklyn,Brooklyn,NY,11211,Youth Employment Services,,,,40.715211,-73.954777
St. Nicks/School Settlement,Jennings Hall Senior Housing,,260 Powers St.,Brooklyn,Brooklyn,NY,11211,"Housing & Homelessness, Other Older Adult Services, Food Access",,,Older Adults,40.712753,-73.940016
St. Nicks/School Settlement,Cooper Park Older Adult Center,,288 Frost Street,Brooklyn,Brooklyn,NY,11222,Older Adult Center,,,Older Adults,40.718718,-73.93971
St. Nicks/School Settlement,St. Nicks Alliance Housing Services Office,,306 Union Ave.,Brooklyn,Brooklyn,NY,11211,"Civic Engagement & Community Organizing, Family Services, Housing & Homelessness, Violence Prevention",,,,40.709745,-73.950755
St. Nicks/School Settlement,PS 147 Isaac Remsen School,,325 Bushwick Avenue,Brooklyn,Brooklyn,NY,11206,"LEAPS, 21st Century Community Learning Center, Other Children & Youth Services",,Afterschool,,40.70478,-73.939007
St. Nicks/School Settlement,PS 414 Brooklyn Arbor School,,325 S 3rd St.,Brooklyn,Brooklyn,NY,11211,"COMPASS/SONYC, Summer Rising",,Afterschool,,40.709795,-73.954719
St. Nicks/School Settlement,PS 318  Williamsburg Early Childhood Center,,360 Keap St,Brooklyn,Brooklyn,NY,11211,"LEAPS, Arts & Culture",,Afterschool,,40.709714,-73.954072
St. Nicks/School Settlement,PS 150 Christopher School,,364 Sackman St. ,Brooklyn,Brooklyn,NY,11212,"Community School, COMPASS/SONYC, Summer Rising",,Afterschool,,40.668533,-73.904735
St. Nicks/School Settlement,PS 380 John Wayne School,,370 Marcy Avenue,Brooklyn,Brooklyn,NY,11206,"21st Century Community Learning Center, LEAPS, Arts & Culture",,Afterschool,,40.702293,-73.953027
St. Nicks/School Settlement,JHS 126 John Ericcson School,,424 Leonard St.,Brooklyn,Brooklyn,NY,11222,"Beacon, Community School, Other Children & Youth Services, Summer Rising, Arts & Culture",,Afterschool,,40.719781,-73.948474
St. Nicks/School Settlement,PS 44 Marcus Garvey School,,432 Monroe St,Brooklyn,Brooklyn,NY,11221,"LEAPS, Arts & Culture",,Afterschool,,40.686429,-73.940985
St. Nicks/School Settlement,Unity Prep Middle School,,432 Monroe Street,Brooklyn,Brooklyn,NY,11221,"COMPASS/SONYC, Arts & Culture",,Afterschool,,40.686429,-73.940985
St. Nicks/School Settlement,PS 23 Carter G. Woodson School,,545 Willoughby Ave.,Brooklyn,Brooklyn,NY,11206,"LEAPS, Arts & Culture, Food Access",,Afterschool,,40.694164,-73.947792
St. Nicks/School Settlement,PS 31 Samuel F. Dupont School,,75 Meserole St,Brooklyn,Brooklyn,NY,11222,"LEAPS, Arts & Culture",,Afterschool,,40.707873,-73.947307
St. Nicks/School Settlement,East Williamsburg Scholars Academy (Grand Street Campus),,850 Grand St.,Brooklyn,Brooklyn,NY,11211,"Beacon, Youth Employment Services, Other Children & Youth Services, Arts & Culture, Adult Literacy, Food Access",,Afterschool,,40.712139,-73.939287
St. Nicks/School Settlement,"High School for Enterprise, Business and Technology (Grand Street Campus)",,850 Grand St.,Brooklyn,Brooklyn,NY,11211,"Beacon, Other Children & Youth Services, Youth Employment Services, Arts & Culture, Adult Literacy, Food Access",,Afterschool,,40.712139,-73.939287
St. Nicks/School Settlement,Progress High School (Beacon Host; Grand Street Campus),,850 Grand St.,Brooklyn,Brooklyn,NY,11211,"Beacon, Youth Employment Services, Other Children & Youth Services, Arts & Culture, Food Access",,Afterschool,,40.712139,-73.939287
St. Nicks/School Settlement,AmeriCorps,,850 Grand Street ,Brooklyn,Brooklyn ,NY ,11211,"Workforce Development, Youth Employment Services",,,,40.712139,-73.939287
St. Nicks/School Settlement,Sumner Community Center (Cornerstone),,862 Park Avenue,Brooklyn,Brooklyn,NY,11206,"Cornerstone, Arts & Culture",,Afterschool,,40.698269,-73.940512
St. Nicks/School Settlement,St. Nicks Alliance Workforce Development Center,,92 Throop Avenue,Brooklyn,Brooklyn,NY,11206,Workforce Development,,,,40.701883,-73.946093
Sunnyside Community Services,Queens Technical High School,,37-02 47th Av,Long Island City,Queens,NY,11101,"21st Century Community Learning Center, Community School",,Afterschool,,40.741964,-73.927951
Sunnyside Community Services,Sunnyside UP 3-k and Pre-K,,39-01 Queens Blvd,Sunnyside,Queens,NY,11104,Other Children & Youth Services,,,,40.744273,-73.925663
Sunnyside Community Services,PS 199,,39-20 48th Ave.,Sunnyside,Queens,NY,11104,COMPASS/SONYC,,Afterschool,,40.739944,-73.926138
Sunnyside Community Services,PS 150,,40-01 43rd Ave.,Sunnyside,Queens,NY,11104,COMPASS/SONYC,,Afterschool,,40.745698,-73.923379
Sunnyside Community Services,Main Office,X,43-31 39th St.,Sunnyside,Queens,NY,11104,"Older Adult Center, Other Older Adult Services, Head Start, Adult Literacy, Immigrant Services, Civic Engagement & Community Organizing, Workforce Development, Food Access, Mental Health & Substance Abuse",Early Childhood Education,,Older Adults,40.744961,-73.925802
Sunnyside Community Services,PS 343,,45-45 42nd St,Sunnyside,Queens,NY,11104,"Beacon, Health & Fitness",,Afterschool,,40.742031,-73.922593
Sunnyside Community Services,Cornerstone Community Center at Woodside Houses,,50-19 Broadway,Woodside,Queens,NY,11377,Cornerstone,,Afterschool,,40.755433,-73.910199
Sunnyside Community Services,IS 5,,50-40 Jacobus St.,Elmhurst,Queens,NY,11373,Beacon,,Afterschool,,40.737105,-73.887742
Sunnyside Community Services,SCS@LIC,,5241 Center Blvd.,Long Island City,Queens,NY,11101,"Workforce Development, Other Older Adult Services",,,Older Adults,40.741237,-73.960574
Sunnyside Community Services,Boulevard Family Residence,,79-00 Queens Boulevard,Elmhurst,Queens,NY,11373,COMPASS/SONYC,,Afterschool,,40.737863,-73.884892
Syracuse Northeast Community Center,Main Office,X,716 Hawley Ave.,Syracuse,Syracuse,NY,13203,"Other Older Adult Services, Adult Literacy, Civic Engagement & Community Organizing, Arts & Culture, Food Access, Family Services, Immigrant Services, Workforce Development, Other, Other Children & Youth Services, Youth Employment Services",,,Older Adults,43.055014,-76.131958
Trinity Alliance,Main office; Active Parenting Workshop,X,15 Trinity Place,Albany,Capital Region,NY,12202,"Other Children & Youth Services, Arts & Culture, Other Older Adult Services, Family Services, Violence Prevention, Civic Engagement & Community Organizing, Health and Wellness, Food Access",,,Older Adults,42.645436,-73.756276
Trinity Alliance,518/Albany SNUG Main Office 4th Floor,,175 Central Avenue,Albany,Capital Region,NY,12206,"Violence Prevention, Mental Health & Substance Abuse",,,,42.66176,-73.768351
Trinity Alliance,Early Childhood and Family Support Services Department,,175 Central Avenue,Albany,Capital Region,NY,12206,Family Services,,,,42.66176,-73.768351
Trinity Alliance,Early Childhood Center; Prevention Services,,175 Central Avenue,Albany,Capital Region,NY,12206,Family Services,,,,42.66176,-73.768351
Trinity Alliance,P.A.T.H. Program 5th Floor,,175 Central Avenue,Albany,Capital Region,NY,12206,"Violence Prevention, Other Children & Youth Services",,,,42.66176,-73.768351
Trinity Alliance,Urban Grief,,175 Central Avenue,Albany,Capital Region,NY,12206,"Violence Prevention, Mental Health & Substance Abuse",,,,42.66176,-73.768351
Trinity Alliance,The Collaboratory; Wellness Advocates Linking Communities (WALC),,230 Green Street,Albany,Capital Region,NY,12202,Health and Wellness,,,,42.638919,-73.755305
Trinity Alliance,SNUG Troy,,3100 6th Ave,Troy,Capital Region,NY,12180,"Violence Prevention, Health & Fitness, Mental Health & Substance Abuse",,,,42.748795,-73.681449
Trinity Alliance,Arbor Hill Center,,47 North Lark St,Albany,Capital Region,NY,12210,"Other Children & Youth Services, Food Access, Jail Transition",,,,42.661726,-73.75751
Trinity Alliance,Koinonia Health Services,,553 Clinton Avenue,Albany,Capital Region,NY,12206,"Other, Health & Fitness, Mental Health & Substance Abuse",,,,42.665298,-73.768836
Trinity Alliance,Albany County Correctional Facility,,840 Albany Shaker Road,Albany,Capital Region,NY,12211,Jail Transition,,,,42.7533,-73.818656
Union Settlement,Johnson Counseling Center,,124 E 108th St,New York,Manhattan,NY,10029,Mental Health & Substance Abuse,,,,40.793792,-73.946124
Union Settlement,PS 138,,144 E 128th Street,New York,Manhattan,NY,10035,"COMPASS/SONYC, Summer Rising",,Afterschool,,40.805855,-73.935228
Union Settlement,Union Carver Early Childhood Center,,1565 Madison Ave.,New York,Manhattan,NY,10029,"Child Care Center, Head Start",Early Childhood Education,,,40.793222,-73.949387
Union Settlement,M 007,,160 East 120th Street,New York,Manhattan,NY,10035,"COMPASS/SONYC, Summer Rising",,Afterschool,,40.800879,-73.939267
Union Settlement,PS 108,,1615 Madison Ave #3513,New York,Manhattan,NY,10029,"21st Century Community Learning Center, COMPASS/SONYC, Summer Rising",,Afterschool,,40.795163,-73.948166
Union Settlement,Early Childhood Administration / Union Johnson Center,,1829 Lexington Ave.,New York,Manhattan,NY,10029,Head Start,Early Childhood Education,,,40.796626,-73.942555
Union Settlement,Gaylord White Senior Center,,2029 Second Ave.,New York,Manhattan,NY,10029,Older Adult Center,,,Older Adults,40.789668,-73.9435
Union Settlement,NORC at Franklin Plaza,,2078 Second Ave.,New York,Manhattan,NY,10029,NORC,,,Older Adults,40.791007,-73.941891
Union Settlement,Franklin Plaza Early Childhood Center; East Harlem Neighborhood Network,,2081 Second Ave.,New York,Manhattan,NY,10029,"Child Care Center, Head Start",Early Childhood Education,,,40.79156,-73.942031
Union Settlement,PS 96 Joseph Lanzetta,,216 East 120th Street,New York,Manhattan,NY,10035,COMPASS/SONYC,,Afterschool,,40.799927,-73.937029
Union Settlement,Jefferson Senior Center,,2205 First Ave.,New York,Manhattan,NY,10029,"Older Adult Center, Other Older Adult Services",,,Older Adults,40.794505,-73.937075
Union Settlement,Union Jefferson Early Childhood Center,,2211 1st Ave,New York,Manhattan,NY,10029,Head Start,Early Childhood Education,,,40.794549,-73.937092
Union Settlement,Park East,,230 E 105th St,New York,Manhattan,NY,10029,Other Children & Youth Services,,,,40.790289,-73.943979
Union Settlement,PS 38,,232 E 103rd St,New York,Manhattan,NY,10029,"Summer Rising, COMPASS/SONYC",,Afterschool,,40.788907,-73.944602
Union Settlement,NYC Benefits,,237 E. 104th Street,New York,Manhattan,NY,10029,Family Services,,,,40.789856,-73.943927
Union Settlement,Union Settlement Association; Gaylord White Community Center,X,237 E.104th St.,New York,Manhattan,NY,10029,"COMPASS/SONYC, Violence Prevention, Adult Literacy, Food Access, Family Services",,Afterschool,,40.789856,-73.943927
Union Settlement,M 372,,240 East 109th Street,New York,Manhattan,NY,10029,"21st Century Community Learning Center, Summer Rising, COMPASS/SONYC",,Afterschool,,40.792608,-73.941539
Union Settlement,Talent Unlimited High School ,,300 E 68th St,New York,Manhattan,NY,10065,Other Children & Youth Services,,,,40.766066,-73.960058
Union Settlement,Corsi / Corsi Senior Center,,307 East 116th St.,New York,Manhattan,NY,10029,"Youth Employment Services, Other Children & Youth Services, Adult Literacy, Violence Prevention, Workforce Development, Older Adult Center",,,Older Adults,40.79694,-73.93717
Union Settlement,Renaissance Charter for Innovation,,410 E 100th St - 2nd Fl,New York,Manhattan,NY,10029,Other Children & Youth Services,,,,40.785292,-73.942158
Union Settlement,PS 146,,421 E 106th Street,New York,Manhattan,NY,10029,Mental Health & Substance Abuse,,,,40.789327,-73.938932
Union Settlement,Wagner Older Adult Center,,435 East 120th St,New York,Manhattan,NY,10029,Older Adult Center,,,Older Adults,40.79819,-73.931492
Union Settlement,PS 112,,535 E 119th Street,New York,Manhattan,NY,10035,"COMPASS/SONYC, Summer Rising",,Afterschool,,40.796565,-73.930452
Union Settlement,Family Child Care Network,,71 E 111st Street,New York,Manhattan,NY,10029,Family Services,,,,40.796443,-73.946233
Union Settlement,C4 Community ChildCare Connection,,71 E. 111th Street,New York,Manhattan,NY,10029,Family Services,,,,40.796443,-73.946233
Union Settlement,East Side S.O.U.L Family Enrichment Center,,71 E. 111th Street ,New York,Manhattan,NY,10029,Family Services,,,,40.796443,-73.946233
Union Settlement,East Harlem Community Partnership,,71 E. 111th Street - 2nd Flr,New York,Manhattan,NY,10029,Family Services,,,,40.796443,-73.946233
University Settlement,Fort Greene Preparatory Academy (K691),,100 Clermont Avenue,Brooklyn,Brooklyn,NY,11205,COMPASS/SONYC,,Afterschool,,40.694486,-73.971293
University Settlement,PS 219,,1060 Clarkson Avenue,Brooklyn,Brooklyn,NY,11212,COMPASS/SONYC,,Afterschool,,40.659199,-73.922658
University Settlement,PS 63 @ Star Academy,,121 East 2rd Street,New York,Manhattan,NY,10009,,,,,40.722933,-73.985314
University Settlement,Village View,,175 East 4th Street,New York,Manhattan,NY,10009,"NORC, Other Older Adult Services",,,Older Adults,40.724616,-73.985123
University Settlement,184 Eldridge Street Headquarters and Main Campus,,175 Eldridge Street,New York,Manhattan,NY,10002,,,,,40.720405,-73.990994
University Settlement,184 Eldridge Street Headquarters and Main Campus,X,176-184 Eldridge Street,New York,Manhattan,NY,10002,"Child Care Center, Head Start, Other Children & Youth Services, Adult Literacy, Arts & Culture, Civic Engagement & Community Organizing, Mental Health & Substance Abuse, Family Services",Early Childhood Education,,,40.720309,-73.990755
University Settlement,Ingersoll Community Center,,177 Myrtle Avenue,Brooklyn,Brooklyn,NY,11201,Cornerstone,,Afterschool,,40.693722,-73.98204
University Settlement,189 Allen,,189 Allen Street,New York,Manhattan,NY,10002,"Older Adult Center, Other Older Adult Services, Food Access",,,Older Adults,40.722096,-73.989436
University Settlement,North Star Academy,,227 Sterling Place,Brooklyn,Brooklyn,NY,11238,COMPASS/SONYC,,Afterschool,,40.676113,-73.969849
University Settlement,PS 134,,293 East Broadway,New York,Manhattan,NY,10002,COMPASS/SONYC,,Afterschool,,40.714522,-73.983153
University Settlement,Institute for Collaborative Education (MS407),,345 East 15th Street,New York,Manhattan,NY,10003,COMPASS/SONYC,,Afterschool,,40.732424,-73.982745
University Settlement,Creative Steps,,4 Washington Square Village,New York,Manhattan,NY,10012,Child Care Center,Early Childhood Education,,,40.727286,-73.99702
University Settlement,Beacon @ East Side Community High School,,420 East 12th Street,New York,Manhattan,NY,10009,Beacon,,Afterschool,,40.729392,-73.982502
University Settlement,Atlantic Terminal Community Center,,501 Carlton Avenue,Brooklyn,Brooklyn,NY,11238,Cornerstone,,Afterschool,,40.682811,-73.970631
University Settlement,Early Head Start,,534 Livonia Ave,Brooklyn,Brooklyn,NY,11207,"Head Start, Family Services",Early Childhood Education,,,40.664367,-73.895664
University Settlement,Children's Corner,,565 Livonia Avenue,Brooklyn,Brooklyn,NY,11207,"Child Care Center, Head Start, Family Services, Housing & Homelessness",Early Childhood Education,,,40.664557,-73.896234
University Settlement,PS 133,,610 Baltic Street,Brooklyn,Brooklyn,NY,11217,COMPASS/SONYC,,Afterschool,,40.680309,-73.980473
University Settlement,Campos Plaza Community Center,,611 East 13th Street,New York,Manhattan,NY,10009,Cornerstone,,Afterschool,,40.728453,-73.97747
University Settlement,PS 130 (K-2nd),,70 Ocean Parkway,Brooklyn,Brooklyn,NY,11218,COMPASS/SONYC,,Afterschool,,40.648967,-73.975849
University Settlement,PS 130 (3rd-5th),,713 Caton Ave,Brooklyn,Brooklyn,NY,11218,COMPASS/SONYC,,Afterschool,,40.647869,-73.972963
University Settlement,Franklin D. Roosevelt (MS034),,730 East 12th Street,New York,Manhattan,NY,10009,Community School,,,,40.726386,-73.975184
University Settlement,Early Head Start Program,,89 Catherine Street,New York,Manhattan,NY,10038,Head Start,Early Childhood Education,,,40.710537,-73.996382
University Settlement,East Flatbush Community Research School,,905 Winthrop Street,Brooklyn,Brooklyn,NY,11203,COMPASS/SONYC,,Afterschool,,40.658652,-73.928572
University Settlement,Meltzer Senior Center,,94 East 1st Street,New York,Manhattan,NY,10009,"Older Adult Center, Other Older Adult Services",,,Older Adults,40.723075,-73.987051
Westcott,Annex,,821 Euclid Ave,Syracuse,Syracuse ,NY,13210,"Youth Employment Services, Family Services, Immigrant Services, Workforce Development",,,,43.036956,-76.119394
Westcott,Main Office,X,826 Euclid Ave,Syracuse,Syracuse,NY,13210,"21st Century Community Learning Center, LEAPS, Older Adult Center, Other Older Adult Services, Adult Literacy, Arts & Culture, Civic Engagement & Community Organizing, Food Access, Family Services, Health & Fitness, Immigrant Services",,Afterschool,Older Adults,43.036531,-76.119214
WHEDco,Union Square Job Center #39,,109 E 16th Street,New York,Manhattan,NY,10003,Other Children & Youth Services,,,,40.735665,-73.988427
WHEDco,School Partnership - PS/MS 218,,1220 Gerard Ave,Bronx,Bronx,NY,10452,"COMPASS/SONYC, Food Access, Health & Fitness, Mental Health & Substance Abuse, Summer Rising",,Afterschool,,40.835827,-73.919916
WHEDco,Teen Program,,1240 Gerard Avenue,Bronx,Bronx,NY,10452,"Food Access, Mental Health & Substance Abuse, Health & Fitness",,,,40.836236,-73.919612
WHEDco,Home-based Childcare Programs,,1309 Louis Nine Boulevard,Bronx,Bronx,NY,10459,Other Children & Youth Services,,,,40.831301,-73.892354
WHEDco,Intervale Green Housing Development,,1330 Intervale Avenue,Bronx,Bronx,NY,10459,"Food Access, Family Services",,,,40.831107,-73.892603
WHEDco,Jamaica Job Center #54,,"165-08 88th Ave, 2nd Floor",Jamaica,Queens,NY,11432,Other Children & Youth Services,,,,40.708653,-73.796375
WHEDco,Crotona Job Center #46,,1910 Monterey Ave,Bronx,Bronx,NY,10457,Other Children & Youth Services,,,,40.846981,-73.894963
WHEDco,Coney Island Job Center,,"1912 Mermaid Avenue, 1st Floor",Brooklyn,Brooklyn,NY,11224,Other Children & Youth Services,,,,40.57635,-73.986208
WHEDco,Bushwick Job Center,,"2 George Street, 1st Floor",Brooklyn,Brooklyn,NY,11206,Other Children & Youth Services,,,,40.700059,-73.932781
WHEDco,School Partnership - Highbridge Green School,,200 West 167th Street,Bronx,Bronx,NY,10452,"Food Access, COMPASS/SONYC, Health & Fitness, Mental Health & Substance Abuse",,Afterschool,,40.838217,-73.928036
WHEDco,East End Job Center #23,,"2332 3rd Ave, 5th Floor",New York,Manhattan,NY,10035,Other Children & Youth Services,,,,40.80494,-73.93473
WHEDco,Fordham Job Center #44,,2541-2549 Bainbridge Ave,Bronx,Bronx,NY,10458,Other Children & Youth Services,,,,40.862475,-73.893409
WHEDco,Boerum Hill Job Center,,"275 Bergen Street, 1st Floor",Brooklyn,Brooklyn,NY,11217,Other Children & Youth Services,,,,40.683833,-73.982754
WHEDco,Rider Job Center,,305 Rider Ave,Bronx,Bronx,NY,10451,Other Children & Youth Services,,,,40.81316,-73.926974
WHEDco,East River Job Center #37,,32-20 Northern Blvd,Long Island City,Queens,NY,11101,Other Children & Youth Services,,,,40.751838,-73.931663
WHEDco,Queens Job Center,,"32-20 Northern Blvd, 4th Floor",Long Island City,Queens,NY,11101,Other Children & Youth Services,,,,40.751838,-73.931663
WHEDco,Northern Boulevard Job Center #53,,"34-00 Northern Blvd, 5th Floor",Long Island City,Queens,NY,11101,Other Children & Youth Services,,,,40.751882,-73.929698
WHEDco,Dyckman Job Center #35,,"4055 10th Ave, 1st Floor",New York,Manhattan,NY,10034,Other Children & Youth Services,,,,40.870381,-73.914371
WHEDco,School Partnership - South Bronx Early College Academy Charter School,,423 East 138th Street,Bronx,Bronx,NY,10454,"COMPASS/SONYC, Food Access, Mental Health & Substance Abuse, Health & Fitness",,Afterschool,,40.808832,-73.921779
WHEDco,Bronx Music Heritage Center,,428 East 163rd Street,Bronx,Bronx,NY,10451,Arts & Culture,,,,40.824871,-73.912191
WHEDco,Bronx Commons,X,443 E 162nd Street,Bronx,Bronx,NY,10451,"Family Services, Health & Fitness, Food Access, Arts & Culture",,,,40.824473,-73.912098
WHEDco,Clinton Hill Job Center #67,,495 Clermont Ave,Brooklyn,Brooklyn,NY,11238,Other Children & Youth Services,,,,40.682684,-73.968616
WHEDco,Clinton Hill Job Center,,"495 Clermont Ave, 4th Floor",Brooklyn,Brooklyn,NY,11238,Other Children & Youth Services,,,,40.682684,-73.968616
WHEDco,Urban Horizons Housing Development & Economic Development Center,,50 East 168th Street,Bronx,Bronx,NY,10452,"Adult Literacy, Head Start, Civic Engagement & Community Organizing, Food Access, Mental Health & Substance Abuse, Other Children & Youth Services",Early Childhood Education,,,40.836488,-73.919038
WHEDco,ACS Office,,"66 John Street, 7th Floor",New York,Manhattan,NY,10038,Other Children & Youth Services,,,,40.708894,-74.007687
WHEDco,Hunts Point Job Center #40,,845 Barretto Street,Bronx,Bronx,NY,10474,Other Children & Youth Services,,,,40.817313,-73.890272
The Opportunity Hub,Main Office,X,1234 Pennsylvania Avenue,Brooklyn,Brooklyn,NY,11239,"Workforce Development, Food Access, Other Older Adult Services, Mental Health & Substance Abuse",,,Older Adults,40.6500261,-73.8871842
The Opportunity Hub,Teen and Young Adult Programs,,1540 Van Siclen Avenue,Brooklyn,Brooklyn,NY,11239,"Other Children & Youth Services, Workforce Development, Mental Health & Substance Abuse, Civic Engagement & Community Organizing",,,,40.6474708,-73.8804133
The Opportunity Hub,Spring Creek Towers Farm,,1430 Freeport Loop,Brooklyn,Brooklyn,NY,11239,"Food Access, Other Older Adult Services, Other Children & Youth Services",,,Older Adults,40.6449037,-73.884129
